job title,company name,location,description,links,date
CONCEPT ARCHITECT,Duncan & RossDubai · UAE,Dubai · UAE,About the job CONCEPT ARCHITECT PURPOSE OF THE JOB: We are looking for a talented Concept Architect to join our dynamic team. As a…,https://www.bayt.com/en/uae/jobs/concept-architect-71929914/,30+ days ago
Assistant Resident Engineer - Civil (Sewerage Treatment Plant),Duncan & Ross,Dubai · UAE,Job Description Stantec is looking to hire a Assistant Resident Engineer for a Sewage Treatment Plant in Dubai. This role is for a…,https://www.bayt.com/en/uae/jobs/assistant-resident-engineer-civil-sewerage-treatment-plant-71927091/,30+ days ago
Data Engineer,SiscoDubai · UAE,Dubai · UAE,"Founded by Michael Lahyani in 2005 as a magazine (Al Bab World), Property Finder today is a single technology platform and brand across…",https://www.bayt.com/en/uae/jobs/data-engineer-71924228/,30+ days ago
Senior Quantity Surveyor (QS),Sisco,Dubai · UAE,About the job Senior Quantity Surveyor (QS) Position: Senior Quantity Surveyor (QS) Job Summary: We are looking for an experienced…,https://www.bayt.com/en/uae/jobs/senior-quantity-surveyor-qs-71923735/,30+ days ago
Graduate Civil Engineer - Geotechnical إماراتيين (خلاصة القيد),AECOMDubai · UAE,Dubai · UAE,"Company Description Work with Us. Change the World. At AECOM, we're delivering a better world. Whether improving your commute, keeping…",https://www.bayt.com/en/uae/jobs/graduate-civil-engineer-geotechnical-%D8%A5%D9%85%D8%A7%D8%B1%D8%A7%D8%AA%D9%8A%D9%8A%D9%86-%D8%AE%D9%84%D8%A7%D8%B5%D8%A9-%D8%A7%D9%84%D9%82%D9%8A%D8%AF-71923340/,30+ days ago
Project Quality Engineer,AECOM,Dubai · UAE,Transguard Workforce Solutions is the UAE’s leading provider of innovative HR solutions. With over a decade of experience in…,https://www.bayt.com/en/uae/jobs/project-quality-engineer-71912685/,30+ days ago
SIEM and EDR Engineer,Transguard groupDubai · UAE,Dubai · UAE,"Help AG is looking for an experienced SIEM and EDR Engineer who will be responsible for the creation of procedures, implementation…",https://www.bayt.com/en/uae/jobs/siem-and-edr-engineer-71910985/,30+ days ago
DevSecops Engineer,Transguard group,Dubai · UAE,"hashtag securitycontrols throughout the DevOps pipeline, including code repositories, CI/CD pipelines, and cloud environments. • Implement…",https://www.bayt.com/en/uae/jobs/devsecops-engineer-71909375/,30+ days ago
Project Engineer - UAE NATIONALS ONLY,Help AGDubai · UAE,Dubai · UAE,"9 Suggestions are available Project Engineer - UAE NATIONALS ONLY Location Emaar Buss.Park; Bld.2, Sheikh Zayed Road, Dubai, DUBAI,…",https://www.bayt.com/en/uae/jobs/project-engineer-uae-nationals-only-71899049/,30+ days ago
Application Engineer (Temporary Position),Help AG,Dubai · UAE,"1. Prepare Quotations for customers as per instructions of Sales Team 2. Prepare Compliance statements, Submittals for projects 3.…",https://www.bayt.com/en/uae/jobs/application-engineer-temporary-position-71892133/,30+ days ago
SENIOR PROCESS SAFETY ENGINEER,UHRSDubai · UAE,Dubai · UAE,About the job SENIOR PROCESS SAFETY ENGINEER The Senior Process Safety Engineer will be responsible for overseeing process safety…,https://www.bayt.com/en/uae/jobs/senior-process-safety-engineer-71871994/,30+ days ago
Solutions Engineer - Dubai,UHRS,Dubai · UAE,🍪 Privacy Notice Solutions Engineer - Dubai Dubai Go To Market – Sales / Full-time / Remote Sonar solves the trillion-dollar challenge…,https://www.bayt.com/en/uae/jobs/solutions-engineer-dubai-71872831/,30+ days ago
PIPELINE STRESS ENGINEER,"Honeywell International, Inc.Dubai · UAE",Dubai · UAE,About the job PIPELINE STRESS ENGINEER The Pipeline Stress Engineer will be responsible for conducting pipeline stress analysis during…,https://www.bayt.com/en/uae/jobs/pipeline-stress-engineer-71872042/,30+ days ago
Lead/Senior Electrical Engineer (16/10/2024),"Honeywell International, Inc.",Dubai · UAE,We are looking for a Lead/Senior Electrical Engineer for one of our clients with the following details: Starting date: ASAP Duration…,https://www.bayt.com/en/uae/jobs/lead-senior-electrical-engineer-16-10-2024-71869258/,30+ days ago
Electrical Engineer-Contracting,Juma Al Majid GroupDubai · UAE,Dubai · UAE,"The Electrical Engineer will be responsible for the design, development, and oversight of electrical systems and infrastructure for…",https://www.bayt.com/en/uae/jobs/electrical-engineer-contracting-71845963/,30+ days ago
Mechanical Engineer-Contracting,Juma Al Majid Group,Dubai · UAE,"The Mechanical Engineer will be responsible for designing, developing, and supervising the installation of mechanical systems in various…",https://www.bayt.com/en/uae/jobs/mechanical-engineer-contracting-71845957/,30+ days ago
Safety Officer -Contracting,Duncan & RossDubai · UAE,Dubai · UAE,"The Safety Officer will be responsible for overseeing the safety practices and policies at construction sites, ensuring compliance…",https://www.bayt.com/en/uae/jobs/safety-officer-contracting-71845960/,30+ days ago
Civil Engineer-Contracting,Duncan & Ross,Dubai · UAE,"Job Summary: The Civil Engineer will be responsible for planning, designing, and overseeing construction and maintenance of building…",https://www.bayt.com/en/uae/jobs/civil-engineer-contracting-71845958/,30+ days ago
QA QC Engineer-Infrastructure,SonarSourceDubai · UAE,Dubai · UAE,Job Summary: The QA/QC Engineer is responsible for implementing and maintaining quality standards for infrastructure projects . This…,https://www.bayt.com/en/uae/jobs/qa-qc-engineer-infrastructure-71840204/,30+ days ago
Senior Data Engineer,SonarSource,Dubai · UAE,Position : Senior Data Engineer Experience : 4-5Years Salary : Depends upon experience Location : Dubai Job Description We are seeking…,https://www.bayt.com/en/uae/jobs/senior-data-engineer-71825687/,30+ days ago
PROCESS ENGINEER - HYDRAULIC SURGE,Duncan & RossDubai · UAE,Dubai · UAE,About the job PROCESS ENGINEER - HYDRAULIC SURGE The Process Engineer - Hydraulic Surge is responsible for performing detailed surge…,https://www.bayt.com/en/uae/jobs/process-engineer-hydraulic-surge-71828223/,30+ days ago
Civil Engineer,Duncan & Ross,Dubai · UAE,Position : Civil Engineer Experience : 5+years Salary : Depends upon Experience Location : Dubai Job Description We are seeking…,https://www.bayt.com/en/uae/jobs/civil-engineer-71821822/,30+ days ago
Software Cloud Architect,MphExpertsDubai · UAE,Dubai · UAE,About the job Software Cloud Architect Job Summary: We are seeking a highly skilled Software Cloud Architect with extensive hands-on…,https://www.bayt.com/en/uae/jobs/software-cloud-architect-71821710/,30+ days ago
Design Engineer,MphExperts,Dubai · UAE,Position : Design Engineer Experience : 5+Years Salary: depends upon experience Location : Dubai Job Description We are seeking…,https://www.bayt.com/en/uae/jobs/design-engineer-71815997/,30+ days ago
Project Engineer,SiscoDubai · UAE,Dubai · UAE,Position : Project Engineer Experience : 4-5Years Salary: depends upon experience Location : Dubai Job Description --------------…,https://www.bayt.com/en/uae/jobs/project-engineer-71815989/,30+ days ago
Civil Engineer,Sisco,Dubai · UAE,"JOB SUMMARY: Civil engineer must design, develop and supervise range of projects related to the security systems installation from…",https://www.bayt.com/en/uae/jobs/civil-engineer-71812110/,30+ days ago
Project Engineer,MVPDubai · UAE,Dubai · UAE,"Our client, a leading steel structure firm, is renowned for its high-profile projects across the UAE. Operating from state-of-the-art…",https://www.bayt.com/en/uae/jobs/project-engineer-71814105/,30+ days ago
Site Engineer-Marble Trading,MVP,Dubai · UAE,"We are seeking a dedicated and skilled Site Engineer to join our dynamic team at a leading Marble Distribution company in Dubai, UAE.…",https://www.bayt.com/en/uae/jobs/site-engineer-marble-trading-71800951/,30+ days ago
INTERNSHIP : Robotics Projects Jr Engineer,Ladwig consultingDubai · UAE,Dubai · UAE,"1. Main Duties and Responsibilities 1.1. Robot Setup : To setup robots, as per the scope of work directed in the project document…",https://www.bayt.com/en/uae/jobs/internship-robotics-projects-jr-engineer-71804854/,30+ days ago
SENIOR ARCHITECT,Ladwig consulting,Dubai · UAE,About the job SENIOR ARCHITECT PURPOSE OF THE JOB: ﻿﻿ ﻿﻿The purpose of the job of a Senior BIM Architect is to lead and oversee the…,https://www.bayt.com/en/uae/jobs/senior-architect-71804510/,30+ days ago
PROJECT ARCHITECT,Careers InternationalDubai · UAE,Dubai · UAE,About the job PROJECT ARCHITECT PURPOSE OF THE JOB: We are looking for a talented and detail-oriented Project Architect to join our…,https://www.bayt.com/en/uae/jobs/project-architect-71804810/,30+ days ago
Senior Planning Engineer,Careers International,Dubai · UAE,Black & Grey HR is recruiting for a diversified group seeking a Planning Manager. The incumbent will lead the strategic planning…,https://www.bayt.com/en/uae/jobs/senior-planning-engineer-71794307/,30+ days ago
Estimation Engineer,Expert Hub Robotic SolutionsDubai · UAE,Dubai · UAE,"Our client, a leading metalwork firm, is renowned for its high-profile projects across the UAE. Operating from state-of-the-art facilities…",https://www.bayt.com/en/uae/jobs/estimation-engineer-71795179/,30+ days ago
Quantity Surveyor,Expert Hub Robotic Solutions,Dubai · UAE,"Our client, a leading metalwork firm, is renowned for its high-profile projects across the UAE. Operating from state-of-the-art facilities…",https://www.bayt.com/en/uae/jobs/quantity-surveyor-71795283/,30+ days ago
Estimator -Infrastructure,Duncan & RossDubai · UAE,Dubai · UAE,The Estimator for Infrastructure Projects will be responsible for accurately estimating the costs of construction projects and managing…,https://www.bayt.com/en/uae/jobs/estimator-infrastructure-71794320/,30+ days ago
Project Architect,Duncan & Ross,Dubai · UAE,This fantastic architectural practice in Dubai are looking for an Project Architect with between 3-5 years post Part-III experience…,https://www.bayt.com/en/uae/jobs/project-architect-71798174/,30+ days ago
Technical /Materials Engineer,Duncan & RossDubai · UAE,Dubai · UAE,"Our client, a leading metalwork firm, is renowned for its high-profile projects across the UAE. Operating from state-of-the-art facilities…",https://www.bayt.com/en/uae/jobs/technical-materials-engineer-71795184/,30+ days ago
Architect,Duncan & Ross,Dubai · UAE,"Our client, is a renowned international real estate developer headquartered in Dubai, known for its commitment to innovation and excellence…",https://www.bayt.com/en/uae/jobs/architect-71795282/,30+ days ago
Civil Engineer,Black & Grey HR Consultancy FZEDubai · UAE,Dubai · UAE,About the job Civil Engineer We are looking for a skilled and experienced Civil Engineer with a Dubai Municipality (DM) approved license…,https://www.bayt.com/en/uae/jobs/civil-engineer-71760177/,30+ days ago
ENGINEER - MEP,Black & Grey HR Consultancy FZE,Dubai · UAE,"Operational Responsibilities 1. Supervise the MEP installations, operation, and maintenance to ensure that the services and equipment’s…",https://www.bayt.com/en/uae/jobs/engineer-mep-71752297/,30+ days ago
Planning Engineer-Steel,Ladwig consultingDubai · UAE,Dubai · UAE,"The Planning Engineer is responsible for developing, monitoring, and updating project schedules for steel fabrication, manufacturing,…",https://www.bayt.com/en/uae/jobs/planning-engineer-steel-71745379/,30+ days ago
Site Engineer - Gamma Fire Fighting LLC,Ladwig consulting,Dubai · UAE,Gamma Fire Fighting is a member of Gamma Holding Ltd and has become one of the leading Fire Protection Engineering Company in United…,https://www.bayt.com/en/uae/jobs/site-engineer-gamma-fire-fighting-llc-71732957/,30+ days ago
Lead Process Engineer,Ladwig consultingDubai · UAE,Dubai · UAE,"Wood is a global leader in consulting and engineering, helping to unlock solutions to critical challenges in energy and materials…",https://www.bayt.com/en/uae/jobs/lead-process-engineer-71783623/,30+ days ago
Senior Application Engineer,Ladwig consulting,Dubai · UAE,"Our Mission is to Simplify Life. We are looking to Simplify and automate complex decision-making for customer centric industries,…",https://www.bayt.com/en/uae/jobs/senior-application-engineer-71728587/,30+ days ago
